"","gene","symbol","name","regulator_readable","function.","category"
"645","Rv0278c","Rv0278c","SigD","sigD","Sigma Factor that governs the expression of ribosomal genes and plays a role in virulence","Virulence/Persistence"
"646","Rv2365c","Rv2365c","SigD","sigD","Sigma Factor that governs the expression of ribosomal genes and plays a role in virulence","Virulence/Persistence"
"647","Rv1396c","PE_PGRS25","SigD","sigD","Sigma Factor that governs the expression of ribosomal genes and plays a role in virulence","Virulence/Persistence"
"648","Rv2853","PE_PGRS48","SigD","sigD","Sigma Factor that governs the expression of ribosomal genes and plays a role in virulence","Virulence/Persistence"
"649","Rv0603","Rv0603","SigD","sigD","Sigma Factor that governs the expression of ribosomal genes and plays a role in virulence","Virulence/Persistence"
"650","Rv0279c","PE_PGRS4","SigD","sigD","Sigma Factor that governs the expression of ribosomal genes and plays a role in virulence","Virulence/Persistence"
"651","Rv1651c","PE_PGRS30","SigD","sigD","Sigma Factor that governs the expression of ribosomal genes and plays a role in virulence","Virulence/Persistence"
"652","Rv2615c","PE_PGRS45","SigD","sigD","Sigma Factor that governs the expression of ribosomal genes and plays a role in virulence","Virulence/Persistence"
"653","Rv1091","PE_PGRS22","SigD","sigD","Sigma Factor that governs the expression of ribosomal genes and plays a role in virulence","Virulence/Persistence"
"654","Rv2487c","PE_PGRS42","SigD","sigD","Sigma Factor that governs the expression of ribosomal genes and plays a role in virulence","Virulence/Persistence"
"655","Rv0124","PE_PGRS2","SigD","sigD","Sigma Factor that governs the expression of ribosomal genes and plays a role in virulence","Virulence/Persistence"
"656","Rv3507","PE_PGRS53","SigD","sigD","Sigma Factor that governs the expression of ribosomal genes and plays a role in virulence","Virulence/Persistence"
"657","Rv1325c","PE_PGRS24","SigD","sigD","Sigma Factor that governs the expression of ribosomal genes and plays a role in virulence","Virulence/Persistence"
"658","Rv2654c",NA,"SigD","sigD","Sigma Factor that governs the expression of ribosomal genes and plays a role in virulence","Virulence/Persistence"
"659","Rv0833","PE_PGRS13","SigD","sigD","Sigma Factor that governs the expression of ribosomal genes and plays a role in virulence","Virulence/Persistence"
"660","Rv1468c","PE_PGRS29","SigD","sigD","Sigma Factor that governs the expression of ribosomal genes and plays a role in virulence","Virulence/Persistence"
"661","Rv0150c","Rv0150c","SigD","sigD","Sigma Factor that governs the expression of ribosomal genes and plays a role in virulence","Virulence/Persistence"
"662","Rv3508","PE_PGRS54","SigD","sigD","Sigma Factor that governs the expression of ribosomal genes and plays a role in virulence","Virulence/Persistence"
"663","Rv2741","PE_PGRS47","SigD","sigD","Sigma Factor that governs the expression of ribosomal genes and plays a role in virulence","Virulence/Persistence"
"664","Rv3344c","PE_PGRS49","SigD","sigD","Sigma Factor that governs the expression of ribosomal genes and plays a role in virulence","Virulence/Persistence"
"665","Rv0064A","vapB1","SigD","sigD","Sigma Factor that governs the expression of ribosomal genes and plays a role in virulence","Virulence/Persistence"
"666","Rv0980c","PE_PGRS18","SigD","sigD","Sigma Factor that governs the expression of ribosomal genes and plays a role in virulence","Virulence/Persistence"
"667","Rv3388","PE_PGRS52","SigD","sigD","Sigma Factor that governs the expression of ribosomal genes and plays a role in virulence","Virulence/Persistence"
"679","Rv2351c","plcA","Rv1828/SigH","Rv1828 or sigH","iModulon that maps to the union of the Rv1828 and Rv3223c regulons","Redox"
"680","Rv2165c","Rv2165c","Rv1828/SigH","Rv1828 or sigH","iModulon that maps to the union of the Rv1828 and Rv3223c regulons","Redox"
"681","Rv3387","Rv3387","Rv1828/SigH","Rv1828 or sigH","iModulon that maps to the union of the Rv1828 and Rv3223c regulons","Redox"
"682","Rv0659c","mazF2","Rv1828/SigH","Rv1828 or sigH","iModulon that maps to the union of the Rv1828 and Rv3223c regulons","Redox"
"683","Rv2154c","ftsW","Rv1828/SigH","Rv1828 or sigH","iModulon that maps to the union of the Rv1828 and Rv3223c regulons","Redox"
"684","Rv1251c","Rv1251c","Rv1828/SigH","Rv1828 or sigH","iModulon that maps to the union of the Rv1828 and Rv3223c regulons","Redox"
"685","Rv0111","Rv0111","Rv1828/SigH","Rv1828 or sigH","iModulon that maps to the union of the Rv1828 and Rv3223c regulons","Redox"
"686","Rv2164c","Rv2164c","Rv1828/SigH","Rv1828 or sigH","iModulon that maps to the union of the Rv1828 and Rv3223c regulons","Redox"
"687","Rv0344c","lpqJ","Rv1828/SigH","Rv1828 or sigH","iModulon that maps to the union of the Rv1828 and Rv3223c regulons","Redox"
"688","Rv1252c","lprE","Rv1828/SigH","Rv1828 or sigH","iModulon that maps to the union of the Rv1828 and Rv3223c regulons","Redox"
"689","Rv2049c","Rv2049c","Rv1828/SigH","Rv1828 or sigH","iModulon that maps to the union of the Rv1828 and Rv3223c regulons","Redox"
"690","Rv2074","Rv2074","Rv1828/SigH","Rv1828 or sigH","iModulon that maps to the union of the Rv1828 and Rv3223c regulons","Redox"
"691","Rv2163c","pbpB","Rv1828/SigH","Rv1828 or sigH","iModulon that maps to the union of the Rv1828 and Rv3223c regulons","Redox"
"692","Rv3005c","Rv3005c","Rv1828/SigH","Rv1828 or sigH","iModulon that maps to the union of the Rv1828 and Rv3223c regulons","Redox"
"693","Rv3122","Rv3122","Rv1828/SigH","Rv1828 or sigH","iModulon that maps to the union of the Rv1828 and Rv3223c regulons","Redox"
"694","Rv2680","Rv2680","Rv1828/SigH","Rv1828 or sigH","iModulon that maps to the union of the Rv1828 and Rv3223c regulons","Redox"
"695","Rv2033c","Rv2033c","Rv1828/SigH","Rv1828 or sigH","iModulon that maps to the union of the Rv1828 and Rv3223c regulons","Redox"
"696","Rv3330","dacB1","Rv1828/SigH","Rv1828 or sigH","iModulon that maps to the union of the Rv1828 and Rv3223c regulons","Redox"
"697","Rv3258c","Rv3258c","Rv1828/SigH","Rv1828 or sigH","iModulon that maps to the union of the Rv1828 and Rv3223c regulons","Redox"
"698","Rv2927c","Rv2927c","Rv1828/SigH","Rv1828 or sigH","iModulon that maps to the union of the Rv1828 and Rv3223c regulons","Redox"
"699","Rv1698","mctB","Rv1828/SigH","Rv1828 or sigH","iModulon that maps to the union of the Rv1828 and Rv3223c regulons","Redox"
"700","Rv2894c","xerC","Rv1828/SigH","Rv1828 or sigH","iModulon that maps to the union of the Rv1828 and Rv3223c regulons","Redox"
"701","Rv0996","Rv0996","Rv1828/SigH","Rv1828 or sigH","iModulon that maps to the union of the Rv1828 and Rv3223c regulons","Redox"
"702","Rv1699","pyrG","Rv1828/SigH","Rv1828 or sigH","iModulon that maps to the union of the Rv1828 and Rv3223c regulons","Redox"
"703","Rv2748c","ftsK","Rv1828/SigH","Rv1828 or sigH","iModulon that maps to the union of the Rv1828 and Rv3223c regulons","Redox"
"704","Rv3209","Rv3209","Rv1828/SigH","Rv1828 or sigH","iModulon that maps to the union of the Rv1828 and Rv3223c regulons","Redox"
"705","Rv2864c","Rv2864c","Rv1828/SigH","Rv1828 or sigH","iModulon that maps to the union of the Rv1828 and Rv3223c regulons","Redox"
"706","Rv3246c","mtrA","Rv1828/SigH","Rv1828 or sigH","iModulon that maps to the union of the Rv1828 and Rv3223c regulons","Redox"
"707","Rv0888","Rv0888","Rv1828/SigH","Rv1828 or sigH","iModulon that maps to the union of the Rv1828 and Rv3223c regulons","Redox"
"708","Rv0519c","Rv0519c","Rv1828/SigH","Rv1828 or sigH","iModulon that maps to the union of the Rv1828 and Rv3223c regulons","Redox"
"709","Rv2150c","ftsZ","Rv1828/SigH","Rv1828 or sigH","iModulon that maps to the union of the Rv1828 and Rv3223c regulons","Redox"
"710","Rv0997a","Rv0997a","Rv1828/SigH","Rv1828 or sigH","iModulon that maps to the union of the Rv1828 and Rv3223c regulons","Redox"
"711","Rv1697","Rv1697","Rv1828/SigH","Rv1828 or sigH","iModulon that maps to the union of the Rv1828 and Rv3223c regulons","Redox"
"712","Rv3717","Rv3717","Rv1828/SigH","Rv1828 or sigH","iModulon that maps to the union of the Rv1828 and Rv3223c regulons","Redox"
"713","Rv1157c","Rv1157c","Rv1828/SigH","Rv1828 or sigH","iModulon that maps to the union of the Rv1828 and Rv3223c regulons","Redox"
"714","Rv2147c","Rv2147c","Rv1828/SigH","Rv1828 or sigH","iModulon that maps to the union of the Rv1828 and Rv3223c regulons","Redox"
"715","Rv3711c","dnaQ","Rv1828/SigH","Rv1828 or sigH","iModulon that maps to the union of the Rv1828 and Rv3223c regulons","Redox"
"716","Rv2905","lppW","Rv1828/SigH","Rv1828 or sigH","iModulon that maps to the union of the Rv1828 and Rv3223c regulons","Redox"
"717","Rv2349c","plcC","Rv1828/SigH","Rv1828 or sigH","iModulon that maps to the union of the Rv1828 and Rv3223c regulons","Redox"
"718","Rv2594c","ruvC","Rv1828/SigH","Rv1828 or sigH","iModulon that maps to the union of the Rv1828 and Rv3223c regulons","Redox"
"719","Rv2350c","plcB","Rv1828/SigH","Rv1828 or sigH","iModulon that maps to the union of the Rv1828 and Rv3223c regulons","Redox"
"720","Rv0883c","Rv0883c","Rv1828/SigH","Rv1828 or sigH","iModulon that maps to the union of the Rv1828 and Rv3223c regulons","Redox"
"721","Rv2592c","ruvB","Rv1828/SigH","Rv1828 or sigH","iModulon that maps to the union of the Rv1828 and Rv3223c regulons","Redox"
"722","Rv2148c","Rv2148c","Rv1828/SigH","Rv1828 or sigH","iModulon that maps to the union of the Rv1828 and Rv3223c regulons","Redox"
"723","Rv1220c","Rv1220c","Rv1828/SigH","Rv1828 or sigH","iModulon that maps to the union of the Rv1828 and Rv3223c regulons","Redox"
"724","Rv0997","Rv0997","Rv1828/SigH","Rv1828 or sigH","iModulon that maps to the union of the Rv1828 and Rv3223c regulons","Redox"
"725","Rv3310","sapM","Rv1828/SigH","Rv1828 or sigH","iModulon that maps to the union of the Rv1828 and Rv3223c regulons","Redox"
"726","Rv3587c","Rv3587c","Rv1828/SigH","Rv1828 or sigH","iModulon that maps to the union of the Rv1828 and Rv3223c regulons","Redox"
"727","Rv2593c","ruvA","Rv1828/SigH","Rv1828 or sigH","iModulon that maps to the union of the Rv1828 and Rv3223c regulons","Redox"
"728","Rv2166c","Rv2166c","Rv1828/SigH","Rv1828 or sigH","iModulon that maps to the union of the Rv1828 and Rv3223c regulons","Redox"
"729","Rv2737c","recA","Rv1828/SigH","Rv1828 or sigH","iModulon that maps to the union of the Rv1828 and Rv3223c regulons","Redox"
"730","Rv3245c","mtrB","Rv1828/SigH","Rv1828 or sigH","iModulon that maps to the union of the Rv1828 and Rv3223c regulons","Redox"
"731","Rv1158c","Rv1158c","Rv1828/SigH","Rv1828 or sigH","iModulon that maps to the union of the Rv1828 and Rv3223c regulons","Redox"
"732","Rv0430","Rv0430","Rv1828/SigH","Rv1828 or sigH","iModulon that maps to the union of the Rv1828 and Rv3223c regulons","Redox"
"733","Rv2149c","yfiH","Rv1828/SigH","Rv1828 or sigH","iModulon that maps to the union of the Rv1828 and Rv3223c regulons","Redox"
"734","Rv3811","Rv3811","Rv1828/SigH","Rv1828 or sigH","iModulon that maps to the union of the Rv1828 and Rv3223c regulons","Redox"
"735","Rv2267c","Rv2267c","Rv1828/SigH","Rv1828 or sigH","iModulon that maps to the union of the Rv1828 and Rv3223c regulons","Redox"
"736","Rv0660c","mazE2","Rv1828/SigH","Rv1828 or sigH","iModulon that maps to the union of the Rv1828 and Rv3223c regulons","Redox"
"737","Rv2256a","Rv2256a","Rv1828/SigH","Rv1828 or sigH","iModulon that maps to the union of the Rv1828 and Rv3223c regulons","Redox"
"738","Rv1435c","Rv1435c","Rv1828/SigH","Rv1828 or sigH","iModulon that maps to the union of the Rv1828 and Rv3223c regulons","Redox"
"739","Rv1632c","Rv1632c","Rv1828/SigH","Rv1828 or sigH","iModulon that maps to the union of the Rv1828 and Rv3223c regulons","Redox"
"740","Rv0129c","fbpC","Rv1828/SigH","Rv1828 or sigH","iModulon that maps to the union of the Rv1828 and Rv3223c regulons","Redox"
"741","Rv3267","Rv3267","Rv1828/SigH","Rv1828 or sigH","iModulon that maps to the union of the Rv1828 and Rv3223c regulons","Redox"
"753","Rv1184c","Rv1184c","PhoP","phoP","Transcription factor that controls response to redox/acid stress, hypoxia, and virulence","Virulence/Persistence"
"754","Rv3312b","Rv3312b","PhoP","phoP","Transcription factor that controls response to redox/acid stress, hypoxia, and virulence","Virulence/Persistence"
"755","Rv1361c","PPE19","PhoP","phoP","Transcription factor that controls response to redox/acid stress, hypoxia, and virulence","Virulence/Persistence"
"756","Rv2329c","narK1","PhoP","phoP","Transcription factor that controls response to redox/acid stress, hypoxia, and virulence","Virulence/Persistence"
"757","Rv3824c","papA1","PhoP","phoP","Transcription factor that controls response to redox/acid stress, hypoxia, and virulence","Virulence/Persistence"
"758","Rv3416","whiB3","PhoP","phoP","Transcription factor that controls response to redox/acid stress, hypoxia, and virulence","Virulence/Persistence"
"759","Rv1638A","Rv1638A","PhoP","phoP","Transcription factor that controls response to redox/acid stress, hypoxia, and virulence","Virulence/Persistence"
"760","Rv3825c","pks2","PhoP","phoP","Transcription factor that controls response to redox/acid stress, hypoxia, and virulence","Virulence/Persistence"
"761","Rv1180","pks3","PhoP","phoP","Transcription factor that controls response to redox/acid stress, hypoxia, and virulence","Virulence/Persistence"
"762","Rv1181","pks4","PhoP","phoP","Transcription factor that controls response to redox/acid stress, hypoxia, and virulence","Virulence/Persistence"
"763","Rv3767c","Rv3767c","PhoP","phoP","Transcription factor that controls response to redox/acid stress, hypoxia, and virulence","Virulence/Persistence"
"764","Rv2331A","Rv2331A","PhoP","phoP","Transcription factor that controls response to redox/acid stress, hypoxia, and virulence","Virulence/Persistence"
"765","Rv3706c","Rv3706c","PhoP","phoP","Transcription factor that controls response to redox/acid stress, hypoxia, and virulence","Virulence/Persistence"
"766","Rv2395B","aprB","PhoP","phoP","Transcription factor that controls response to redox/acid stress, hypoxia, and virulence","Virulence/Persistence"
"767","Rv3822","Rv3822","PhoP","phoP","Transcription factor that controls response to redox/acid stress, hypoxia, and virulence","Virulence/Persistence"
"768","Rv2395A",NA,"PhoP","phoP","Transcription factor that controls response to redox/acid stress, hypoxia, and virulence","Virulence/Persistence"
"769","Rv3312A","Rv3312A","PhoP","phoP","Transcription factor that controls response to redox/acid stress, hypoxia, and virulence","Virulence/Persistence"
"770","Rv1185c","fadD21","PhoP","phoP","Transcription factor that controls response to redox/acid stress, hypoxia, and virulence","Virulence/Persistence"
"771","Rv2288","Rv2288","PhoP","phoP","Transcription factor that controls response to redox/acid stress, hypoxia, and virulence","Virulence/Persistence"
"772","Rv2331","Rv2331","PhoP","phoP","Transcription factor that controls response to redox/acid stress, hypoxia, and virulence","Virulence/Persistence"
"773","Rv3478","PPE60","PhoP","phoP","Transcription factor that controls response to redox/acid stress, hypoxia, and virulence","Virulence/Persistence"
"774","Rv3487c","lipF","PhoP","phoP","Transcription factor that controls response to redox/acid stress, hypoxia, and virulence","Virulence/Persistence"
"775","Rv3686c","Rv3686c","PhoP","phoP","Transcription factor that controls response to redox/acid stress, hypoxia, and virulence","Virulence/Persistence"
"776","Rv0572c","Rv0572c","DevR-2","devR","Transcription factor that is one of the primary regulators of hypoxia onset response","Redox"
"777","Rv2630","Rv2630","DevR-2","devR","Transcription factor that is one of the primary regulators of hypoxia onset response","Redox"
"778","Rv3133c","devR","DevR-2","devR","Transcription factor that is one of the primary regulators of hypoxia onset response","Redox"
"779","Rv2631","Rv2631","DevR-2","devR","Transcription factor that is one of the primary regulators of hypoxia onset response","Redox"
"780","Rv0083","Rv0083","DevR-2","devR","Transcription factor that is one of the primary regulators of hypoxia onset response","Redox"
"781","Rv3132c","devS","DevR-2","devR","Transcription factor that is one of the primary regulators of hypoxia onset response","Redox"
"782","Rv2625c","Rv2625c","DevR-2","devR","Transcription factor that is one of the primary regulators of hypoxia onset response","Redox"
"783","Rv2627c","Rv2627c","DevR-2","devR","Transcription factor that is one of the primary regulators of hypoxia onset response","Redox"
"784","Rv0079","Rv0079","DevR-2","devR","Transcription factor that is one of the primary regulators of hypoxia onset response","Redox"
"785","Rv3134c","Rv3134c","DevR-2","devR","Transcription factor that is one of the primary regulators of hypoxia onset response","Redox"
"786","Rv0574c","Rv0574c","DevR-2","devR","Transcription factor that is one of the primary regulators of hypoxia onset response","Redox"
"787","Rv2004c","Rv2004c","DevR-2","devR","Transcription factor that is one of the primary regulators of hypoxia onset response","Redox"
"788","Rv2029c","pfkB","DevR-2","devR","Transcription factor that is one of the primary regulators of hypoxia onset response","Redox"
"789","Rv2623","TB31.7","DevR-2","devR","Transcription factor that is one of the primary regulators of hypoxia onset response","Redox"
"790","Rv2030c","Rv2030c","DevR-2","devR","Transcription factor that is one of the primary regulators of hypoxia onset response","Redox"
"791","Rv1735a","Rv1735a","DevR-2","devR","Transcription factor that is one of the primary regulators of hypoxia onset response","Redox"
"792","Rv1997","ctpF","DevR-2","devR","Transcription factor that is one of the primary regulators of hypoxia onset response","Redox"
"793","Rv2027c","dosT","DevR-2","devR","Transcription factor that is one of the primary regulators of hypoxia onset response","Redox"
"794","Rv2003c","Rv2003c","DevR-2","devR","Transcription factor that is one of the primary regulators of hypoxia onset response","Redox"
"795","Rv2626c","hrp1","DevR-2","devR","Transcription factor that is one of the primary regulators of hypoxia onset response","Redox"
"796","Rv0573c","pncB2","DevR-2","devR","Transcription factor that is one of the primary regulators of hypoxia onset response","Redox"
"797","Rv1738","Rv1738","DevR-2","devR","Transcription factor that is one of the primary regulators of hypoxia onset response","Redox"
"798","Rv1737c","narK2","DevR-2","devR","Transcription factor that is one of the primary regulators of hypoxia onset response","Redox"
"799","Rv2628","Rv2628","DevR-2","devR","Transcription factor that is one of the primary regulators of hypoxia onset response","Redox"
"800","Rv2005c","Rv2005c","DevR-2","devR","Transcription factor that is one of the primary regulators of hypoxia onset response","Redox"
"801","Rv3130c","tgs1","DevR-2","devR","Transcription factor that is one of the primary regulators of hypoxia onset response","Redox"
"802","Rv1812c","Rv1812c","DevR-2","devR","Transcription factor that is one of the primary regulators of hypoxia onset response","Redox"
"803","Rv2006","otsB1","DevR-2","devR","Transcription factor that is one of the primary regulators of hypoxia onset response","Redox"
"804","Rv0571c","Rv0571c","DevR-2","devR","Transcription factor that is one of the primary regulators of hypoxia onset response","Redox"
"805","Rv2007c","fdxA","DevR-2","devR","Transcription factor that is one of the primary regulators of hypoxia onset response","Redox"
"806","Rv2624c","Rv2624c","DevR-2","devR","Transcription factor that is one of the primary regulators of hypoxia onset response","Redox"
"807","Rv2629","Rv2629","DevR-2","devR","Transcription factor that is one of the primary regulators of hypoxia onset response","Redox"
"808","Rv2028c","Rv2028c","DevR-2","devR","Transcription factor that is one of the primary regulators of hypoxia onset response","Redox"
"809","Rv1736c","narX","DevR-2","devR","Transcription factor that is one of the primary regulators of hypoxia onset response","Redox"
"810","Rv0570","nrdZ","DevR-2","devR","Transcription factor that is one of the primary regulators of hypoxia onset response","Redox"
"811","Rv0569","Rv0569","DevR-2","devR","Transcription factor that is one of the primary regulators of hypoxia onset response","Redox"
"812","Rv1735c","Rv1735c","DevR-2","devR","Transcription factor that is one of the primary regulators of hypoxia onset response","Redox"
"813","Rv0350","dnaK","Rv1776c+WhiB4","Rv1776c and whiB4 ","iModulon that maps to the intersection of the Rv1776c and Rv3681c regulon","Redox"
"814","Rv2051c","ppm1","Rv1776c+WhiB4","Rv1776c and whiB4 ","iModulon that maps to the intersection of the Rv1776c and Rv3681c regulon","Redox"
"815","Rv2694c","Rv2694c","Rv1776c+WhiB4","Rv1776c and whiB4 ","iModulon that maps to the intersection of the Rv1776c and Rv3681c regulon","Redox"
"816","Rv1072","Rv1072","Rv1776c+WhiB4","Rv1776c and whiB4 ","iModulon that maps to the intersection of the Rv1776c and Rv3681c regulon","Redox"
"817","Rv2743c","Rv2743c","Rv1776c+WhiB4","Rv1776c and whiB4 ","iModulon that maps to the intersection of the Rv1776c and Rv3681c regulon","Redox"
"818","Rv2693c","Rv2693c","Rv1776c+WhiB4","Rv1776c and whiB4 ","iModulon that maps to the intersection of the Rv1776c and Rv3681c regulon","Redox"
"819","Rv3837c","Rv3837c","Rv1776c+WhiB4","Rv1776c and whiB4 ","iModulon that maps to the intersection of the Rv1776c and Rv3681c regulon","Redox"
"820","Rv0250c","Rv0250c","Rv1776c+WhiB4","Rv1776c and whiB4 ","iModulon that maps to the intersection of the Rv1776c and Rv3681c regulon","Redox"
"821","Rv2742c","Rv2742c","Rv1776c+WhiB4","Rv1776c and whiB4 ","iModulon that maps to the intersection of the Rv1776c and Rv3681c regulon","Redox"
"822","Rv0353","hspR","Rv1776c+WhiB4","Rv1776c and whiB4 ","iModulon that maps to the intersection of the Rv1776c and Rv3681c regulon","Redox"
"823","Rv0251c","hsp","Rv1776c+WhiB4","Rv1776c and whiB4 ","iModulon that maps to the intersection of the Rv1776c and Rv3681c regulon","Redox"
"824","Rv0352","dnaJ1","Rv1776c+WhiB4","Rv1776c and whiB4 ","iModulon that maps to the intersection of the Rv1776c and Rv3681c regulon","Redox"
"825","Rv2745c","clgR","Rv1776c+WhiB4","Rv1776c and whiB4 ","iModulon that maps to the intersection of the Rv1776c and Rv3681c regulon","Redox"
"826","Rv0563","htpX","Rv1776c+WhiB4","Rv1776c and whiB4 ","iModulon that maps to the intersection of the Rv1776c and Rv3681c regulon","Redox"
"827","Rv2744c","35kd_ag","Rv1776c+WhiB4","Rv1776c and whiB4 ","iModulon that maps to the intersection of the Rv1776c and Rv3681c regulon","Redox"
"828","Rv2052c","Rv2052c","Rv1776c+WhiB4","Rv1776c and whiB4 ","iModulon that maps to the intersection of the Rv1776c and Rv3681c regulon","Redox"
"829","Rv0384c","clpB","Rv1776c+WhiB4","Rv1776c and whiB4 ","iModulon that maps to the intersection of the Rv1776c and Rv3681c regulon","Redox"
"830","Rv2710","sigB","Rv1776c+WhiB4","Rv1776c and whiB4 ","iModulon that maps to the intersection of the Rv1776c and Rv3681c regulon","Redox"
"831","Rv2053c","fxsA","Rv1776c+WhiB4","Rv1776c and whiB4 ","iModulon that maps to the intersection of the Rv1776c and Rv3681c regulon","Redox"
"832","Rv0351","grpE","Rv1776c+WhiB4","Rv1776c and whiB4 ","iModulon that maps to the intersection of the Rv1776c and Rv3681c regulon","Redox"
"833","Rv1073","Rv1073","Rv1776c+WhiB4","Rv1776c and whiB4 ","iModulon that maps to the intersection of the Rv1776c and Rv3681c regulon","Redox"
"849","Rv2416c","eis","WhiB7","whiB7","Transcription factor that connects systems for redox homeostasis and antibiotic resistance","Antibiotic"
"850","Rv2725c","hflX","WhiB7","whiB7","Transcription factor that connects systems for redox homeostasis and antibiotic resistance","Antibiotic"
"851","Rv1988","erm(37)","WhiB7","whiB7","Transcription factor that connects systems for redox homeostasis and antibiotic resistance","Antibiotic"
"852","Rv1257c","Rv1257c","WhiB7","whiB7","Transcription factor that connects systems for redox homeostasis and antibiotic resistance","Antibiotic"
"853","Rv2415c","Rv2415c","WhiB7","whiB7","Transcription factor that connects systems for redox homeostasis and antibiotic resistance","Antibiotic"
"854","Rv0263c","Rv0263c","WhiB7","whiB7","Transcription factor that connects systems for redox homeostasis and antibiotic resistance","Antibiotic"
"855","Rv3197A","whiB7","WhiB7","whiB7","Transcription factor that connects systems for redox homeostasis and antibiotic resistance","Antibiotic"
"856","Rv1258c","Rv1258c","WhiB7","whiB7","Transcription factor that connects systems for redox homeostasis and antibiotic resistance","Antibiotic"
"857","Rv1013","pks16","Fatty Acid Biosynthesis","trcR and Rv1776c and whiB4 ","iModulon that maps to the intersection of the Rv1033c, Rv1776c, and Rv3681c regulons","Fatty Acid/Cholesterol"
"858","Rv1057","Rv1057","Fatty Acid Biosynthesis","trcR and Rv1776c and whiB4 ","iModulon that maps to the intersection of the Rv1033c, Rv1776c, and Rv3681c regulons","Fatty Acid/Cholesterol"
"859","Rv0411c","glnH","Fatty Acid Biosynthesis","trcR and Rv1776c and whiB4 ","iModulon that maps to the intersection of the Rv1033c, Rv1776c, and Rv3681c regulons","Fatty Acid/Cholesterol"
"860","Rv2245","kasA","Fatty Acid Biosynthesis","trcR and Rv1776c and whiB4 ","iModulon that maps to the intersection of the Rv1033c, Rv1776c, and Rv3681c regulons","Fatty Acid/Cholesterol"
"861","Rv3801c","fadD32","Fatty Acid Biosynthesis","trcR and Rv1776c and whiB4 ","iModulon that maps to the intersection of the Rv1033c, Rv1776c, and Rv3681c regulons","Fatty Acid/Cholesterol"
"862","Rv0264c","Rv0264c","Fatty Acid Biosynthesis","trcR and Rv1776c and whiB4 ","iModulon that maps to the intersection of the Rv1033c, Rv1776c, and Rv3681c regulons","Fatty Acid/Cholesterol"
"863","Rv2246","kasB","Fatty Acid Biosynthesis","trcR and Rv1776c and whiB4 ","iModulon that maps to the intersection of the Rv1033c, Rv1776c, and Rv3681c regulons","Fatty Acid/Cholesterol"
"864","Rv1592c","Rv1592c","Fatty Acid Biosynthesis","trcR and Rv1776c and whiB4 ","iModulon that maps to the intersection of the Rv1033c, Rv1776c, and Rv3681c regulons","Fatty Acid/Cholesterol"
"865","Rv0410c","pknG","Fatty Acid Biosynthesis","trcR and Rv1776c and whiB4 ","iModulon that maps to the intersection of the Rv1033c, Rv1776c, and Rv3681c regulons","Fatty Acid/Cholesterol"
"866","Rv2846c","efpA","Fatty Acid Biosynthesis","trcR and Rv1776c and whiB4 ","iModulon that maps to the intersection of the Rv1033c, Rv1776c, and Rv3681c regulons","Fatty Acid/Cholesterol"
"867","Rv2244","acpM","Fatty Acid Biosynthesis","trcR and Rv1776c and whiB4 ","iModulon that maps to the intersection of the Rv1033c, Rv1776c, and Rv3681c regulons","Fatty Acid/Cholesterol"
"868","Rv2243","fabD","Fatty Acid Biosynthesis","trcR and Rv1776c and whiB4 ","iModulon that maps to the intersection of the Rv1033c, Rv1776c, and Rv3681c regulons","Fatty Acid/Cholesterol"
"869","Rv0263c","Rv0263c","Fatty Acid Biosynthesis","trcR and Rv1776c and whiB4 ","iModulon that maps to the intersection of the Rv1033c, Rv1776c, and Rv3681c regulons","Fatty Acid/Cholesterol"
"870","Rv0412c","Rv0412c","Fatty Acid Biosynthesis","trcR and Rv1776c and whiB4 ","iModulon that maps to the intersection of the Rv1033c, Rv1776c, and Rv3681c regulons","Fatty Acid/Cholesterol"
"871","Rv2845c","proS","Fatty Acid Biosynthesis","trcR and Rv1776c and whiB4 ","iModulon that maps to the intersection of the Rv1033c, Rv1776c, and Rv3681c regulons","Fatty Acid/Cholesterol"
"872","Rv2247","accD6","Fatty Acid Biosynthesis","trcR and Rv1776c and whiB4 ","iModulon that maps to the intersection of the Rv1033c, Rv1776c, and Rv3681c regulons","Fatty Acid/Cholesterol"
"873","Rv0516c","Rv0516c","Fatty Acid Biosynthesis","trcR and Rv1776c and whiB4 ","iModulon that maps to the intersection of the Rv1033c, Rv1776c, and Rv3681c regulons","Fatty Acid/Cholesterol"
"874","Rv2248","Rv2248","Fatty Acid Biosynthesis","trcR and Rv1776c and whiB4 ","iModulon that maps to the intersection of the Rv1033c, Rv1776c, and Rv3681c regulons","Fatty Acid/Cholesterol"
"875","Rv0950c","Rv0950c","Fatty Acid Biosynthesis","trcR and Rv1776c and whiB4 ","iModulon that maps to the intersection of the Rv1033c, Rv1776c, and Rv3681c regulons","Fatty Acid/Cholesterol"
"876","Rv2524c","fas","Fatty Acid Biosynthesis","trcR and Rv1776c and whiB4 ","iModulon that maps to the intersection of the Rv1033c, Rv1776c, and Rv3681c regulons","Fatty Acid/Cholesterol"
"877","Rv3800c","pks13","Fatty Acid Biosynthesis","trcR and Rv1776c and whiB4 ","iModulon that maps to the intersection of the Rv1033c, Rv1776c, and Rv3681c regulons","Fatty Acid/Cholesterol"
"881","Rv2990c","Rv2990c","Zur","zur","Transcription factor that is activated by and regulates the metabolism of zinc","Metal Related"
"882","Rv2057c","rpmG1","Zur","zur","Transcription factor that is activated by and regulates the metabolism of zinc","Metal Related"
